message,soc
"Ausgezeichnet! Außerdem finde ich die Antwort von Michael Peters Lehrer Frau Weber ziemlich unangemessen. Mit ihrer Antwort stellt Antwort sicher, dass er nur schlechte Leistung in Mathematik erzielt, weil die Faulen immer noch sein könnten, dass er wirklich unkenner ist.Ist",35
"Ausgezeichnet! Außerdem finde ich die Antwort von Michael Peters Lehrer Frau Weber ziemlich unangemessen. Mit ihrer Antwort stellt sie sicher, dass er nur schlechte Leistung in Mathematik erzielt, weil Rechnen Faulen immer noch sein könnten, dass er wirklich unkenner ist.Ist",35
"Ausgezeichnet! Außerdem finde ich die Antwort von Michael Peters Lehrer Frau Weber ziemlich unangemessen. Mit ihrer Antwort stellt sie sicher, dass er nur schlechte Leistung in Mathematik erzielt, weil die Faulen immer noch sein könnten, tatsächlich er wirklich unkenner ist.Ist",35
"Ausgezeichnet! Außerdem finde ich die Antwort von Michael Peters Lehrer Frau Weber ziemlich unangemessen. Mit ihrer Antwort stellt sie sicher, dass er nur schlechte Leistung in Mathematik erzielt, weil die Faulen immer noch sein könnten, dass er wirklich unkenner ist.Ist",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich finde, Semantik die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht Rechnen noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Talent dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, segregieren auch, dass er die Leistungen auch bei hoher",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich finde, durch die Aussage der Lehrerin wird seine Annahme, dass er Mathe nicht kann, noch weiter verstärkt. Er bekommt so nicht nur gesagt, dass ihm die nötige Begabung dazu fehlt, sondern auch, dass er die Leistungen auch bei hoher",35
"Ich denke, dass die Aussage des Lehrers weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
"Ich denke, Semantik die Aussage des Lehrers weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
"Ich denke, dass die Aussage des auch weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
"Ich denke, dass die Aussage des Lehrers weiterhin seine Annahme verstärken ankurbeln dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
"Ich denke, dass die Aussage des Lehrers weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm in keinster Weise notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung",35
"Ich denke, dass die Aussage des Lehrers weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
"Ich denke, dass die Aussage des Lehrers weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
"Ich denke, dass die Aussage des Lehrers weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
"Ich denke, dass die Aussage des Lehrers weiterhin seine Annahme verstärken wird, dass er nicht mathematisiert werden kann. Er bekommt nicht nur, dass ihm das notwendige Talent fehlt, sondern auch, dass er die Dienste selbst mit hoher Anstrengung nicht erreichen",35
Ihr habt noch 10 Minuten Zeit bis zum Ende der Kollaborationsphase.,-1
Sie haben bis zum Ende der Zusammenarbeitsphase noch 10 Minuten.,-1
Sie haben bis zum besitzen der Zusammenarbeitsphase noch 10 Minuten.,-1
Okay,35
schon gut,35
"Ja, das sehe ich auch so. Eigentlich sollte die Lehrerin Frau Weber günstige Attributionen finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiterhin in dem Glauben zu lassen, dass er in Mathe keine guten Leistungen erzielen kann.",36
"Ja, das sehe ich auch so. eigentlich sollte die Lehrerin Frau Weber günstige Attributionen finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiterhin in dem Glauben zu lassen, dass er in Mathe keine guten Leistungen erzielen kann.",36
"Ja, das sehe ich auch so. Eigentlich sollte die Lehrerin Frau Weber günstige Attributionen finden, um ihren Schüler aufzubauen und zu beflügeln und ihn nicht weiterhin in dem Glauben zu lassen, dass er in Mathe keine guten Leistungen erzielen kann.",36
"Ja, das sehe ich auch so. Eigentlich sollte die Lehrerin Frau Weber günstige Attributionen finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiterhin auch dem Glauben zu lassen, dass er in Mathe keine guten Leistungen erzielen kann.",36
"Ja, das sehe ich auch so. Eigentlich sollte die Lehrerin Frau Weber günstige Attributionen finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiterhin in dem Glauben zu lassen, dass er in Mathe keine guten Leistungen erzielen kann.",36
"Ja, das sehe ich auch so. Eigentlich sollte die Lehrerin Frau Weber günstige Attributionen finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiterhin in dem Glauben zu lassen, dass er in Mathe keine guten Leistungen erzielen kann.",36
"Ja, das sehe ich auch so. Eigentlich sollte die Lehrerin Frau Weber günstige Attributionen finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiterhin in dem Glauben zu lassen, dass er in Mathe keine guten Leistungen erzielen kann.",36
"Ja, ich stimme Ihnen zu. Tatsächlich sollte die Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung erzielen kann. Sie glauben auch, dass",36
"Ja, ich stimme Stimmlage zu. Tatsächlich sollte die Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung erzielen kann. Sie glauben auch, dass",36
"Ja, ich stimme Ihnen zu. Tatsächlich sollte tatsächlich Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung erzielen kann. Sie glauben auch, dass",36
"Ja, ich stimme Ihnen zu. Tatsächlich sollte die Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren beflügeln ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung erzielen kann. Sie glauben auch, dass",36
"Ja, ich stimme Ihnen zu. Tatsächlich sollte die Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung Rechnen kann. Sie glauben auch, dass",36
"Ja, ich stimme Ihnen zu. Tatsächlich sollte die Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung erzielen kann. Sie glauben meinen dass",36
"Ja, ich stimme Ihnen zu. Tatsächlich sollte die Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung erzielen kann. Sie glauben auch, dass",36
"Ja, ich stimme Ihnen zu. Tatsächlich sollte die Lehrerin Frau Weber billige Eigenschaften finden, um ihren Schüler aufzubauen und zu motivieren und ihn nicht weiter zu glauben, dass er in Mathematik keine gute Leistung erzielen kann. Sie glauben auch, dass",36
Bitte kommt nun zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,-1
Bitte kommt en bloc zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,-1
Bitte kommt nun zusammen zu Erklärung Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,-1
Bitte kommen Sie jetzt zusammen und schreibt am Ende die gemeinsame Analyse im Chat.,-1
Bitte kommen Sie jetzt en bloc und schreibt am Ende die gemeinsame Analyse im Chat.,-1
"Ja, das sehe ich auch so. Möchtest du die Erklärung aus unseren Aussagen dazu formulieren oder soll ich das tun?",36
"Ja, das sehe ich auch so. Möchtest du die Erklärung aus unseren Aussagen dazu formulieren oder soll ich das tun?",36
"Ja, das sehe ich auch so. Möchtest du die Erklärung aus unseren Aussagen dazu umreißen oder soll ich das tun?",36
"Ja, das sehe ich auch so. Möchtest du die Erklärung aus unseren Aussagen dazu formulieren oder oder ich das tun?",36
"Ja, ich stimme Ihnen zu. Möchten Sie die Erklärung aus unseren Aussagen formulieren, oder sollte ich das tun?",36
"Stimmlage ich stimme Ihnen zu. Möchten Sie die Erklärung aus unseren Aussagen formulieren, oder sollte ich das tun?",36
"Ja, ich stimme Ihnen zu. Möchten Sie die Erklärung aus unseren Aussagen formulieren, oder sollte ich das tun?",36
"Wie du möchtest, ich kann es aber gerne übernehmen. Leider aber kann ich im Chat nicht hochscrollen, um unsere arbeiteten Dinge zu lesen. Ist das bei dir auch so?",36
"Wie du möchtest, ich kann es aber gerne übernehmen. Leider aber kann ich im nur nicht hochscrollen, um unsere arbeiteten Dinge zu lesen. Ist das bei dir auch so?",36
"Wie Sie möchten, kann ich es übernehmen. Unbehagens kann ich nicht im Chat nach oben scannen, um unsere Arbeit zu lesen. Ist das mit Ihnen dieselben?",36
"Wie Sie möchten, kann ich es übernehmen. Unbehagens kann ich nicht in keinster Weise Chat nach oben scannen, um unsere Arbeit zu lesen. Ist das mit Ihnen dieselben?",36
*erarbeiteten,36
"Bei mir ruckelt das beim hochscrollen, aber es geht.",35
"Für mich ruckelt es, wenn er scrollt, aber es funktioniert.",35
Ich formuliere dann die Erkärung.,35
Ich formuliere dann die Erklärung.,35
"Okay, danke.",35
Okay danke.,35
Mit dem Rad auf der Maus sollte es funktionieren oder über die Scrollfunktion mit beiden Fingern auf dem Touchpad am Laptop.,-1
Mit unter Einsatz von Rad auf der Maus sollte es funktionieren oder über die Scrollfunktion mit beiden Fingern auf dem Touchpad am Laptop.,-1
Mit dem Rad auf der Maus sollte es funktionieren oder über die Scrollfunktion mit beiden Fingern auf dem Touchpad am Laptop.,-1
Mit dem Rad auf der Maus sollte es funktionieren oder über die Scrollfunktion mit beiden Fingern auf dem Tastfeld am Laptop.,-1
Es sollte mit dem Fahrrad auf der Maus oder über die Bildlauffunktion mit beiden Fingern auf dem Touchpad auf dem Laptop funktionieren.,-1
Es Hirsch mit dem Fahrrad auf der Maus oder über die Bildlauffunktion mit beiden Fingern auf dem Touchpad auf dem Laptop funktionieren.,-1
Es sollte mit dem Fahrrad auf der Maus oder Maus die Bildlauffunktion mit beiden Fingern auf dem Touchpad auf dem Laptop funktionieren.,-1
"Vielen Dank, jetzt klappt es bei mir auch!",35
"Vielen Dank, jetzt funktioniert es auch für mich!",35
"Die Erklärung: Michael Peters wird in diesem Szenario sowohl von Fremdattributionen, als auch von seinen internen Attributionen beeinflusst. Er selbst redet sich ein, dass er Mathe nicht kann. Dadurch sucht er natürlich nach Möglichkeiten, seine schlechten Ergebnisse zu erklären. Seine",41
"Die Erklärung: Michael Peters wird in diesem Szenario sowohl Verarbeitungssequenz Fremdattributionen, als auch von seinen internen Attributionen beeinflusst. Er selbst redet sich ein, dass er Mathe nicht kann. Dadurch sucht er natürlich nach Möglichkeiten, seine schlechten Ergebnisse zu erklären. Seine",41
"Die Erklärung: Michael Peters wird in diesem Szenario sowohl von Fremdattributionen, als auch von seinen internen Attributionen beeinflusst. Er selbst redet sich ein, dass er Mathe nicht kann. indem sucht er natürlich nach Möglichkeiten, seine schlechten Ergebnisse zu erklären. Seine",41
"Die Erklärung: Michael Peters wird in diesem Szenario sowohl von Fremdattributionen, als auch von seinen internen Attributionen beeinflusst. Er selbst redet sich ein, dass er Mathe nicht kann. Dadurch sucht er natürlich nach Möglichkeiten, seine schlechten Ergebnisse zu erklären. Seine",41
"Die Erklärung: In diesem Szenario wird Michael Peters von ausländischen Attributen und seinen internen Attributen beeinflusst. Er spricht selbst, dass er nicht mathematieren kann.das notwendige Talent.",41
"Irgendwie hat es gerade abgeschickt, obwohl ich nicht fertig war.",35
"Irgendwie hat es gerade abgeschickt, obwohl ich nicht bei alledem war.",35
"Irgendwie hat es es einfach geschickt, obwohl ich noch nicht fertig war.",35
"Irgendwie hat oder so es einfach geschickt, obwohl ich noch nicht fertig war.",35
Eigentlich fehlt ja nur noch die Passage zu Frau Weber. Soll ich das noch schnell übernehmen?,36
Eigentlich fehlt ja nur eigentlich die Passage zu Frau Weber. Soll ich das noch schnell übernehmen?,36
Eigentlich fehlt ja nur noch Kapitel Passage zu Frau Weber. Soll ich das noch schnell übernehmen?,36
